script/assets/dataset_full.json
id,time Inic, time final
764309c0-dbed-4063-9b41-6c5bb7a2f6fa,54599,57199
24e79375-a888-4a9f-9059-3f2c3d6fd445,57799,61532
6c9d5eee-cefa-4596-9937-208d5504adeb,54799,58732
46bd9ea5-77e5-4228-89ad-c3cee18768d0,59499,65499
e9d3ac45-c02b-401f-8f2f-dc7ea6eeaf43,54799,57599
b147d5c0-899d-44a2-88af-9566e6f83fbe,57799,68066
33220e56-3188-4255-943d-146b62a82f89,58399,62199
614647ea-3402-4515-a3f6-425f79b0bfb8,59099,68499
8f6fa4ec-72c6-4dab-89c2-9135efc3b161,84166,88033
830fa35d-2ee4-4f17-86db-d3119e8a3c96,84166,94433
960f2414-dd05-45e4-b1ec-497641c4a02f,84166,89433
4da8fab8-b84d-4ddb-9ccd-cee987154b28,84866,88799
4345f589-80ab-491d-80da-d31638ab4aec,84966,96699
660414a4-bda4-4743-b91b-d49a09981dd1,84166,100300
539455ff-0d38-4864-8917-b4cba66296c6,85066,90199
02ae2f53-1e87-4c6a-b375-0025df3a7318,86466,90332
d9a8f1eb-2f84-42b6-820b-edc9ec7e140f,86666,93399
fab3426a-ef42-4e52-9955-7ff76b84bf6e,85266,89332
317603aa-a56a-4408-9d36-34b9bb40daef,87066,91799
9a7338a0-add2-4e66-bd99-98b73d86d135,84566,88300
e2e5196b-1c77-4c1b-920f-eb1212e95fca,87066,92399
b6695858-4fa1-4d37-926a-9cc9b54f4de7,86666,90799
8ea69cb8-41e8-4db8-b52f-61c46cc795f1,84566,88366
d9243156-cb93-41ed-bc41-448c8b3e0f85,89766,95499
f112ffb5-f1ce-4745-9da4-1bd997ef4f85,87866,92999
1d44ddf8-698f-4e04-a694-c729ade9285f,89166,92966
f5002465-ad85-4629-b9a8-03d61732dedb,89666,93199
32e947d4-5dca-4c5a-97fb-6b7ddce4409a,87866,94333
72a56cfe-b654-44a8-b856-7c0152ccaa33,89966,93366
98198e8c-d4cf-4ed8-be74-b95106b1a6be,85666,90799
17527906-e0ee-4e7f-b658-918162da56ca,90366,95565
245ec88d-ad57-4046-a940-68fb9044bc03,85866,89932
b36ece28-4614-42dd-ad51-3cb4894ce595,86266,89933
f9197f1a-46b5-4363-aad2-fd7c07c9b2ba,100300,104100
a4370494-a2c6-4cf3-a433-128f96d51f2d,101000,105267
769b233b-8dad-44e7-aaf3-e02804e1ce8f,100800,106733
a3ea22e1-d8a0-4a8f-9ba1-b0cb80a4deba,103800,107067
bbbb2d00-1170-42d8-898d-f304ee2f3504,103700,110033
57c6e95d-e4d4-4b4a-a930-dd73026af3e5,104200,109133
f2b2a73e-1fbf-4f24-9b3c-7b4e83ace703,106100,109367
b1ff2d82-edce-45b4-8408-68455ee3def1,105200,112600
111880f4-8700-4797-9761-7c8e665b3f44,100300,103300
6cfef0ff-0fbc-4dd2-a6c4-d98f9abc1b2f,106300,110566
f9f86952-73bf-475e-b414-a59164441392,107200,110467
99b9fe5c-e8d3-4454-a2cf-c508de12dd30,102600,108133
e23c4f99-5c5a-4d6c-beb9-1afe79438e10,107400,112666
b5c27078-6929-4d66-9470-882ce7819aab,100300,103700
4bfd5c68-240c-4491-a31d-28c0b430bfeb,106300,109700
7d502663-0588-44ae-81e1-cec99199de30,103100,110367
71cb5324-88fb-440a-93bf-08ed61108c0d,100300,103834
47616379-1b3b-4a5d-a005-45a0385deabd,108600,112866
34051b3c-6067-4bbe-a5e6-6345638f5fb4,101700,108033
a35d6174-5981-41af-b880-4524c3d27b4a,106600,109999
fe5565c0-fe0c-422d-ad31-b52136bec02f,102900,110833
ae0ef499-2693-49c3-9787-5ca09886a7c8,109200,114600
2b404b3c-0ac6-4ce8-85f9-082bfb5d6209,109800,114800
654bc50a-0f7e-4e17-8457-35a47e55b21e,100700,107300
1e7ed8ae-07cc-48be-9e1e-0c485318a47f,106600,115133
79380192-c648-4fe8-b215-32f3370aca6a,115133,117866
6cd0bfa9-c662-43cb-b6fd-ea592fd71bfc,115133,119799
16df367d-bdbb-4f9f-83d7-866491b0faa0,116633,120100
8dcd69d6-5bd2-4e70-a3e3-3511ea4a4c3b,116633,122966
b0ed0a7d-06ee-4c35-adba-87bb45f18072,116933,120999
fcadbf44-c7f2-41f0-97f1-9c07d20203d0,118133,121133
b713100b-79c7-484e-98f1-9daa33e04756,118333,122266
cb721467-c954-4f5e-ae25-b6850571e5e5,115133,118800
39964c40-fe52-400c-9d5f-29c70e93918f,115133,127399
37a82bc1-3372-4dbe-b191-cc3dbf084541,115333,118866
bfd633f8-ef01-4620-905b-bf885a0e37b2,115333,118200
0b06e688-545e-4f71-b405-8471fd8bbb74,119533,123933
7766b688-7185-48b0-85ae-0f3bf49b7d45,118633,122767
e7975f3d-95c1-4be7-a053-1b0f190e0091,116233,120367
cffcc925-0205-4dcb-858a-36dd89a01b1f,115733,119866
e34fba0d-b780-4755-b320-cda72fbaf786,118833,126299
d1de2d1c-11bf-4cd7-a05e-7927a7f1dee8,119833,122900
b1a1f8f1-17d6-4fea-964a-da4406fa4246,119033,122833
d26e179f-2e66-41cc-a894-0af58460db37,118833,125766
935f3079-a74c-4dc0-a253-29aa19b9092b,120033,123900
aef12ea1-f534-43ec-8f5e-9e11cf884a2b,120433,124366
be3b0e25-b6d0-4259-afa7-96196d1f0434,122533,131267
7b4645da-adb2-494d-8434-d79d35f1fe50,115533,119067
e70a3c28-9e80-4788-aec5-247015c6362e,116933,126866
812d839e-4578-49b1-af10-d97b4d489d13,121033,124767
87b171f5-9daa-4681-8029-908a0c81f22a,116133,119932
af399b7c-b32f-43a1-85ac-3bfc356516e2,118233,131367
62081406-e464-455a-8c34-f473a1e71ceb,117033,120966
1d1b6998-6e39-413d-b77d-e5d0631df067,121333,125200
8ce9ac76-c390-4387-84f1-31e1006829c1,117133,124333
4bdb4d11-b023-4251-8c12-5815946626b6,131367,152034
6f7d8352-a44d-4da2-bfab-75c3e1a1e324,131367,134367
f5e84632-1c40-47d3-b74d-bc5418361b81,132067,134933
aa414d31-3eb1-455a-b58b-2348f419fdc9,132267,136867
9f066d5b-cb02-4de0-830f-244cab9d366f,133167,137167
5ac90a9f-b0b4-4068-8e68-d4916d335cf2,131367,138434
3d0dead3-f857-44f7-9a42-aefc7faaf0f8,132567,150034
0ca63024-ebfe-4d2d-8c65-34e31c03b29e,131967,143767
aa99ee05-0d1c-474f-8882-90426f525fc3,131367,136633
f9b403c2-1dc9-4bff-8089-1f0dd453ff9b,132567,140633
9b2bb8a3-2a68-4b83-be6d-e4a43a860013,133367,140033
65914d54-1877-4bc2-aa09-6768f43ae008,135067,140933
6527bd92-1c90-4cc9-8744-109beca615ec,134167,142567
be4979dc-c447-4e0b-ad00-c843db089204,131667,137000
d08d214c-04c0-461e-a697-ffe987ba3c22,134267,138800
ef19b4f4-909c-4755-9543-3934abc042ee,138567,143234
c3b7f984-3e2b-4019-b308-a776ac14b117,136667,141467
548c17a7-1563-496e-9304-b451bac719e7,134567,151500
63ec22bb-18e8-4e80-bc07-690b723c8698,135267,139401
6406436e-d7c4-48a2-aa7d-c131d031398f,135467,146200
ab437bce-ea5d-464f-bd25-9befb5942b20,134267,140533
6763eab7-ec81-4a00-b608-7fb0e6bbd736,131367,136301
635d47b6-2740-4bfb-bde2-957889fd0de2,136467,140067
76013dd7-c7a4-4dd9-9ef5-a3e86770dcd5,132667,138667
2659dd86-2027-46bf-97ec-a398bfde65fa,136167,139567
92f2b857-660f-4158-a122-2985287fe70a,133067,136533
5a9649e9-e439-4a27-b577-d93dbd0de37e,131367,134633
ca78cbd9-8258-4baa-9acf-6927765d3057,132567,136167
66799dff-fc92-41ee-ad30-f487151b7b05,137067,141601
e89c1bd3-6dfd-4192-b43f-3ef91540c26e,137067,143933
c55637fc-deeb-4040-b3a8-663394d7a7d7,152034,156434
2349093c-6e66-4fee-a6f2-77a47e97bb5d,152034,155301
4a5c1314-9fa6-4b5e-b292-f2f64d3ad7f2,152334,159933
e2fffb6d-f0da-4ded-acdc-d55e755a9728,152734,160467
6eb0b07f-b9be-4232-8116-3ca258ba4435,153134,157734
a3ce68d6-1792-4c1e-a5fd-59a96e4d751c,152834,156367
eb9686dc-7ef8-4f87-88d5-619fccc37664,152034,165101
db3d323d-25c7-4d61-b2fa-9c2bcd222948,154434,160634
1f01db1e-f9c5-470b-9cb7-d3a5f66fb136,152634,167234
df305c0e-17f6-4ec5-a516-5ab637b6239f,152034,154834
399a6870-e06f-4858-8fa2-de0b889d23c6,152034,156434
28b4c107-f17b-4f45-a983-b28f46f7d18c,155234,160301
8723ddb5-f780-46a7-8dee-fdd0af7c9829,155234,158234
8fc0dae3-5314-47db-a610-ab6dbfbfbeb3,155134,164667
5939c5b5-09b6-43d0-8b4d-aded8d9ab80f,155434,159034
8db5397e-a0df-430b-b562-c0a57412ea21,155334,159334
86c3a6b2-e8a8-4596-af7c-3e31c96fdac2,155634,160568
b3943992-fa14-4e71-af73-706dea50a19a,156434,160900
edeeb019-6753-46a5-910c-b9c81fd3a8f3,153534,157734
bcce8603-9cce-4adf-bc41-5c528977b971,155434,161768
b235bd30-d5d8-4a74-ae4e-13bb36310c3f,155434,162433
c50ceae3-9deb-4908-af5b-53cdefdc8871,154334,160934
5967a7fb-0ad5-44c5-9039-cc7a1f169869,152334,160867
7c12d9ce-fda1-4a2f-b6b5-e4b0ae17340a,153834,159300
2cfabb3f-0cbb-4a19-aecc-1a0a9d0ea007,152734,156534
d496dbad-f2a4-4f87-8e19-2b0645f4f557,156634,162500
0e339604-5031-4134-b189-8ddc68b4694c,157234,161167
bbd150ff-93c2-444e-b00e-79cc4fd518f9,167234,180834
040c4956-6b4a-439a-bdb9-9a49dca3b106,167234,170767
c7bb3cac-5170-4fb2-8ceb-8ad7a00f178a,168334,171267
f9a1e726-2fec-4ae9-bf93-3af2b2bc1b26,168834,172500
3513e320-3aa6-46b7-bb2e-ef91a562cbfb,167234,173167
fb65f2bd-81d4-47c7-981d-9a8f9c9c26af,168234,175500
679594b9-c9dc-4360-a476-9405e0cf7c7a,169834,174700
91f73eec-236f-4405-a212-027a06ff98a9,171434,178501
3d4d6d3d-b4d8-42a3-83e2-4e57475e1661,168634,174634
65b61cdd-f1ab-4b9f-a88a-1d4bff68c0c8,170134,174068
89ec2f94-dadf-4832-8760-8092786e7f48,172034,175967
26481890-57c9-4270-bd34-8dcdc17a46e3,167234,172700
c8f53a5b-c4e8-40e0-9a31-2bd8dc81814e,171334,185267
37ca01ca-7e98-430b-971c-57ed30505807,170534,177401
7b7dd052-9232-4640-89dc-2af00869e3eb,170534,184467
c1d0a5d0-491f-4e31-9b22-09222c93451c,169334,173000
f9cc94bb-1d27-4db2-a467-465e23c8d296,170134,173134
b732ca02-48d2-40f8-85d7-c9e7e8aba804,173034,177834
4854d787-ea3f-4baf-9c7b-5557edddbad1,168634,171701
2cd453a6-8b8b-4cd4-b88a-aa5985e4180c,172334,175934
0d5246b5-412d-4395-bf17-535944379005,168834,173167
8d01e804-a22e-40eb-aeca-afbbd0f18488,172534,176400
ad0dae81-f1b0-4732-a172-82526961e781,172734,176667
68ebed15-bd7e-4048-a59b-1e500f240682,170934,175134
a6c1957f-cad1-4ef6-93de-7c68c0ece0fe,185267,190933
e1afe58e-0519-4d16-932b-a4775ac00fe7,185267,191267
5d753115-7c5e-454a-9f17-68d4a44f2866,186667,189401
ec9098b6-e5a3-4e75-a87b-eb7a1431f576,185667,188867
7962c9a2-b187-47e2-a278-47cdca62c50c,186367,193634
851a6ce4-61f8-4e71-bfe9-ebcd25066a08,187567,191167
341e78e3-5d78-43e1-b995-424fbf3dde03,188567,193900
33e2d3ec-95d7-4cb3-a55d-47d6eea179fe,188067,193334
8ac01148-b3b1-4dfb-9c8f-2b99b1f05a67,187967,191901
8b03b112-aea2-4fd5-8535-03344d9af634,188867,192534
a789e051-a2d4-40cb-b97d-d9192bd743b0,185267,189001
f26f9a61-0384-4a04-9509-336738aa0326,188867,194200
98f97c48-31f0-4765-ba13-032a855d80a4,188867,198001
7824da4d-adb8-4bb6-aa88-9c309e9cd5a7,189267,200067
6d1d4749-bca0-4968-84ca-8944ab00e108,189067,193267
c97e4d9c-3492-4b1c-ab91-e4e541d85fcf,185267,189400
8da520ec-6582-4dae-b2be-4a657912f3a1,189267,194733
6a700a52-64cd-4028-a754-7ad0f49c03d5,189667,194800
0894a339-0f22-4de8-b4bb-47f240072036,189067,196200
403d49ed-cb7c-4d36-8b22-37ec9394425d,186767,195034
30507390-1ad4-4daf-9d22-ab0fedafc141,189467,193267
e47518aa-de6e-4c19-b710-0434c747cc56,189967,197367
23622342-e946-4c5a-971e-a72775b4dc36,190667,198133
dd654a79-706c-4fed-96aa-270166bf9c00,189867,198934
15e7b73e-8bfb-492a-b13e-2bee331b2a76,200067,205934
91bfb013-3eac-41b1-b2d3-ee28ddc6599e,200067,205334
c6aef41a-9a83-47bc-bebf-43a9057e9569,201267,206400
8babc9ae-0520-431a-881b-0b5501d7eb1d,201567,204233
2fa39f80-3e2a-4c2a-a356-0e08922ef741,201167,207700
cbf9d8a1-2532-48e1-823b-99f942b1880b,201867,206001
371bce00-b005-4cbf-bc71-754b207a4401,202567,207634
2d797432-8dce-4021-a68a-344435f7180f,202167,208700
67b478d2-3bf0-4a2f-b064-fc2de478a62c,200067,211401
dcea1a16-39a0-4497-9e25-d11463cdeef8,204067,209067
373edd14-3093-49b4-9d40-472cd30eb577,201367,211167
0734a7ae-ed5d-4b55-8941-5329438ad199,205667,220933
ca9d6411-9d5e-4fe3-a916-ae5355fb4ffb,200967,205633
642eb5f4-37d0-4817-b62b-0b88ae4e9c95,203767,207967
ab17f9d5-8f03-4dec-a7be-fae6820fbe1f,200267,204133
c0c38c20-484b-4fe2-b97f-821f4dce6411,204467,207666
95845314-0870-4ce4-9677-9663eaeb4d8d,204567,208700
86554448-f4fc-4af5-a1d8-b04bc288bd10,200067,205400
cab658fd-e199-4b11-a804-aeed58e9dfff,200067,204134
20a8433a-847e-43ef-828e-9cccc9b4d774,204867,209134
c0949c2b-9154-487f-8841-d0a2c21f645d,202367,207167
6eec1dcb-e63d-493a-a96f-4b166f6b010f,205067,209334
3d82925b-55cd-4c12-8505-ab874f264338,201467,205000
5b7d9fb3-291c-4a8a-8a7d-d3d180880940,206167,209500
c9ae1d02-2cf3-4479-acd8-93bbfa95d8e2,204367,211234
87904ad8-42da-4a78-a48e-d9768e3929db,220933,225400
a8c6c958-f56e-494b-acaf-07cfe2937800,220933,224933
8a60c9b9-889d-4c79-b4f1-7100d12f87bb,220933,226867
01012898-0fe3-40ac-bdfe-ee410b23ba39,222433,226500
56ee0423-a4f5-4ca5-b6ed-32de6cb49af8,223833,229566
0b4b9f51-62a0-4628-8a66-8c2ddb4f763c,223733,227800
43c3bc2a-34f6-479d-92ef-b617c87d0f7c,225033,227900
e6beeb85-6c15-444d-9a26-bbce8780be41,220933,243000
f07e16f6-98d3-4fb1-b6fd-b6c86d0ef7e0,220933,238666
99c3667c-4a3b-495e-be9c-f50f6a21bacb,225233,232832
e1673255-983e-4f89-9bf5-364935a56591,225433,228966
b69c72a5-1512-48f5-90ca-335ed6b3c37e,222933,231266
dd296894-53f2-4a10-bb02-9ebbb405e6ad,220933,224733
8821482e-9b07-42b1-95cc-19475abe4db4,223033,226832
ecb9d1a9-37f8-4406-8650-c2db85ef67fd,222333,225666
787e78be-1457-449f-ba3c-cc673781f86f,221333,226666
baf310e7-09c1-4ffd-85a0-ad7d76cb15b7,221533,228199
117d5665-e7d5-49f6-a81b-8c22ee91ea0e,224333,227199
019cd491-56c7-41bc-a5e4-723d689064a8,225633,229966
b33e67b2-d4f8-4de0-a4b8-75bcddad68a4,225633,229366
cd2d131c-f784-4a1e-a990-ebed06d766db,226533,231999
c4e1c803-7666-4688-a5ff-de1f0a4c546d,224133,228800
a2fec9e1-420d-43b3-8551-c69970f86093,226833,232433
3367edcd-c14c-497c-a2de-930a4e334f8d,220933,242866
b1205abc-3fe7-411b-a0c4-8f97286541ad,227033,230167
9dfc2655-4105-4163-8613-35395f7fb0c3,243000,248266
6f63b583-84a7-44ff-b86a-7bc18e042efd,243000,246933
9aac3740-cb3b-40eb-80e3-0aba0b3efe52,243000,246800
142836cd-5ca2-4f65-b33c-3dc08988ba98,244100,247766
83034906-1122-4677-bfb3-895220a0e5f6,244500,248033
34288512-aee6-4661-9e6d-8c000210ac44,244800,250400
e1094fe8-ab8c-4016-badf-623216ef4274,244400,249200
d525423c-30da-43ac-9b3e-7e08beeb3609,244700,252100
64463002-0fb5-48eb-92fa-22c2ab2e654b,245000,252400
a5512715-d881-42af-bdfa-ebe994b9f79a,245700,252700
6abc1d0b-3601-4a56-8a7c-8179aa0c22ff,247200,252666
45bfa5fd-c75b-473b-99c0-1eacb2538558,245700,255034
3dccfb19-9f47-432f-abdc-fe0b92ce1f80,243000,250266
de20e027-e5b4-41c2-99f1-eca1dc073e27,243000,249333
2050d27d-89a9-4e0b-8f11-26e9edb4251c,246800,250266
dcb71b4d-f229-49cd-bc68-6770907fdeae,247000,250666
e5d77e6e-9bdb-40cf-ac9c-3420eb3e78c0,245300,259700
ee94dab7-3c94-405a-ba32-2ff58968080c,246400,250866
09728cd8-ec70-442a-810f-c994b9358bfb,244500,264433
e1681afc-e675-47c5-83b8-0afd478ce2aa,247300,250767
b2ccd27a-f56a-42b8-b423-50eae1a3982a,243900,262699
9b147f5d-6961-4126-9af0-108b8b5555b9,250100,258500
fd658756-9243-439e-a377-97a3f2032079,243600,247066
8e44566b-d146-4ba1-a01f-6c8e513c5df8,246400,254267
754b8a5c-a5e5-43d7-8133-17323faf27f2,247700,259100
23d65912-fd8b-4e14-906d-104ccdb68fc4,247800,251467
56e3ffbc-d5eb-4f18-a0b6-6f175db8f6dc,247500,254634
55f8e0f2-7ec9-4796-a6e0-92ac00efad9d,249600,254600
88bb537e-9409-470d-b007-deeda995fa3e,243800,247733
f20398dd-e1bb-4a43-8096-ceda1c50e19f,247800,256334
b2f37dc9-2481-4a36-a317-889d9f1db98c,264433,271233
57c216cb-8894-4126-9e35-ba2b3a0f3876,264633,269566
e54ad5e5-b9da-45bb-b0a1-98ef794c743f,265233,271966
8aa0fe93-dbbc-41dd-9a08-8bd01169572f,265933,272199
eceaeb5e-f6a2-483e-a9e8-3c6b691e6b3f,264433,270766
64c9bb12-cb2f-492a-8ff3-cf191b088e0b,265833,269966
d76a972f-d61f-4983-8c10-c5d2deee5b51,264433,277233
230e9fd1-effc-4991-a7fb-124e865cfb8d,264433,267633
84bd8292-0fce-43a6-b645-c577169f0199,266533,270333
8db6ede5-6efe-4c5b-9fbe-f5ce7109088d,266733,271466
63996665-9fa2-4591-97d4-9bbfdadbff37,265433,280966
85380a92-9d6d-418e-a1fe-6283de0ce340,266933,273799
0d2ea807-aae7-44bb-851e-e562c7570449,265433,276100
8ebd9874-4a59-4418-b4b8-8801ec17a33b,267233,271699
34c45420-e056-4575-a2be-b67e24b6029e,267133,270466
6b482617-4252-44f3-93fb-24b7600f8be5,268733,271799
f1492e32-e09c-447a-96d7-5cf02929dc06,268933,272533
75908699-4cf0-4edf-b72a-ad38b6ca5d86,264433,269900
